      Lon      Lat    Year   SID   PID    Px    Py Pheight   IID   PFT Age     Pos  Height  Boleht    Diam    CrownA   DensI     LAI     GPP   GPPns   GPPno   Cmass
    13.25    55.75    1857     0     0     1     1       0   262     0   4  0.4998  2.5848  1.2924  0.0092    0.0822  0.0010  2.1580  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     0     1     1       0   263     4   4  0.1956  2.4554  1.2277  0.0085    0.1211  0.0040  1.8412  0.0001  0.0001  0.0001  0.0001
    13.25    55.75    1857     0     1     2     1      10   218     4  59  0.3359 21.2859 10.6429  0.2129   21.0460  0.0470  5.4015  1.4842  1.5548  1.7837  7.5442
    13.25    55.75    1857     0     1     2     1      10   229     0  39  0.8393  3.8349  1.9175  0.0165    0.2108  0.0010  0.3715  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1857     0     1     2     1      10   230     1  39  0.8392  3.8981  1.9491  0.0169    0.2192  0.0010  0.3782  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1857     0     1     2     1      10   240     0  24  0.8304  3.5513  1.7757  0.0147    0.1754  0.0010  0.2245  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     1     2     1      10   241     1  24  0.8395  4.1496  2.0748  0.0186    0.2545  0.0010  0.5100  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1857     0     1     2     1      10   246     0   9  0.8399  3.3666  1.6833  0.0136    0.1544  0.0020  0.5877  0.0001  0.0001  0.0002  0.0002
    13.25    55.75    1857     0     1     2     1      10   247     1   9  0.8328  3.4025  1.7013  0.0138    0.1584  0.0060  0.5822  0.0004  0.0004  0.0005  0.0006
    13.25    55.75    1857     0     1     2     1      10   251     0   4  0.0418  2.7006  1.3503  0.0098    0.0912  0.0070  0.5465  0.0001  0.0001  0.0001  0.0003
    13.25    55.75    1857     0     2     1     2      10    80     0 354  0.6921 35.0270 17.5135  0.4478   41.4846  0.0010  3.0173  0.0576  0.0653  0.0769  1.1314
    13.25    55.75    1857     0     2     1     2      10    81     1 354  0.0596 42.0987 21.0493  0.5893   64.3591  0.0010  1.2095  0.0482  0.0543  0.0675  2.3137
    13.25    55.75    1857     0     2     1     2      10    82     1 354  0.2646 41.3688 20.6844  0.5741   61.7263  0.0020  1.2555  0.0951  0.1071  0.1328  4.3179
    13.25    55.75    1857     0     2     1     2      10   152     4 244  0.0535 24.2919 12.1460  0.2594   28.8519  0.0080  4.0104  0.2537  0.3012  0.3430  2.1270
    13.25    55.75    1857     0     2     1     2      10   164     4 219  0.2638 24.7956 12.3978  0.2674   30.3011  0.0060  3.2130  0.1612  0.1861  0.2020  1.7178
    13.25    55.75    1857     0     2     1     2      10   183     1 184  0.6261 20.5168 10.2584  0.2016   11.5653  0.0100  2.8489  0.1445  0.1626  0.1887  1.3829
    13.25    55.75    1857     0     2     1     2      10   221     4 119  0.5858 11.3120  5.6560  0.0829    4.6507  0.0420  2.9304  0.1158  0.1342  0.1359  0.5582
    13.25    55.75    1857     0     2     1     2      10   224     1 114  0.9146 15.2529  7.6265  0.1295    5.6974  0.0140  1.0651  0.0363  0.0391  0.0437  0.5800
    13.25    55.75    1857     0     2     1     2      10   225     4 114  0.7884 18.2974  9.1487  0.1699   14.6646  0.0170  4.3893  0.2754  0.3261  0.3624  1.4977
    13.25    55.75    1857     0     2     1     2      10   231     4 104  0.4734 11.7177  5.8589  0.0874    5.0591  0.0040  4.9341  0.0238  0.0284  0.0318  0.0641
    13.25    55.75    1857     0     2     1     2      10   239     0  84  0.4453  4.1586  2.0793  0.0186    0.2558  0.0080  0.0476  0.0000  0.0000  0.0000  0.0018
    13.25    55.75    1857     0     2     1     2      10   246     0  69  0.4692  3.4795  1.7397  0.0143    0.1682  0.0050  0.0027  0.0000  0.0000  0.0000  0.0005
    13.25    55.75    1857     0     2     1     2      10   253     0  54  0.4213  3.5675  1.7837  0.0148    0.1773  0.0030  0.0434  0.0000  0.0000  0.0000  0.0004
    13.25    55.75    1857     0     2     1     2      10   262     4  44  0.4539  9.3123  4.6561  0.0620    2.9226  0.0790  4.2863  0.2130  0.2454  0.2614  0.5231
    13.25    55.75    1857     0     2     1     2      10   263     0  39  0.4241  2.8615  1.4308  0.0107    0.1047  0.0020  0.0846  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     2     1     2      10   268     0  29  0.4197  2.5666  1.2833  0.0091    0.0808  0.0010  0.0825  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1857     0     2     1     2      10   270     0  24  0.3971  3.4367  1.7183  0.0139    0.1604  0.0020  0.0057  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1857     0     2     1     2      10   274     0  19  0.4073  2.9335  1.4667  0.0111    0.1111  0.0030  0.0230  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1857     0     2     1     2      10   275     1  19  0.3901  3.0185  1.5093  0.0115    0.1190  0.0010  0.0327  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     2     1     2      10   278     4  14  0.1634  4.3037  2.1519  0.0195    0.4595  0.0730  0.0011  0.0000  0.0000  0.0000  0.0149
    13.25    55.75    1857     0     2     1     2      10   279     0   9  0.1718  3.2978  1.6489  0.0132    0.1470  0.0020  0.5630  0.0001  0.0001  0.0002  0.0002
    13.25    55.75    1857     0     2     1     2      10   280     1   9  0.1731  3.3829  1.6914  0.0137    0.1562  0.0010  1.2316  0.0000  0.0000  0.0001  0.0001
    13.25    55.75    1857     0     2     1     2      10   283     0   4  0.9273  2.7797  1.3899  0.0099    0.0931  0.0020  0.3941  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     2     1     2      10   284     1   4  0.9266  2.7797  1.3899  0.0099    0.0929  0.0010  0.4117  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1857     0     2     1     2      10   286    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0226  0.0043  0.0050  0.0052  0.0028
    13.25    55.75    1857     0     3     2     2      20   215     4  59  0.0158 22.1858 11.0929  0.2265   23.2337  0.0430  5.3759  1.4707  1.5679  1.8000  8.1095
    13.25    55.75    1857     0     3     2     2      20   221     0  49  0.5082  9.1840  4.5920  0.0607    1.6964  0.0050  0.3531  0.0005  0.0006  0.0007  0.0264
    13.25    55.75    1857     0     3     2     2      20   231     4  34  0.5172 10.1834  5.0917  0.0709    3.6184  0.0030  1.2817  0.0011  0.0015  0.0015  0.0228
    13.25    55.75    1857     0     3     2     2      20   236     1  24  0.5259  3.5249  1.7624  0.0146    0.1727  0.0010  0.0376  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     3     2     2      20   243     0   9  0.5158  2.9482  1.4741  0.0111    0.1125  0.0010  0.6477  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1857     0     3     2     2      20   244     1   9  0.5102  3.4715  1.7358  0.0142    0.1662  0.0020  1.2942  0.0001  0.0001  0.0001  0.0003
    13.25    55.75    1857     0     3     2     2      20   248     0   4  0.7051  2.9448  1.4724  0.0111    0.1122  0.0060  0.5556  0.0001  0.0001  0.0001  0.0004
    13.25    55.75    1857     0     3     2     2      20   250    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0455  0.0031  0.0041  0.0044  0.0055
    13.25    55.75    1858     0     0     1     1       0    85     1 355  0.6048 39.0824 19.5412  0.5274   53.8899  0.0020  1.4124  0.1006  0.1018  0.1231  3.4486
    13.25    55.75    1858     0     0     1     1       0    86     1 355  0.7634 31.6356 15.8178  0.3847   32.5289  0.0020  2.0708  0.0789  0.0799  0.0943  1.5004
    13.25    55.75    1858     0     0     1     1       0   162     4 215  0.4693 26.2303 13.1151  0.2908   34.6573  0.0010  4.0063  0.0460  0.0474  0.0545  0.3595
    13.25    55.75    1858     0     0     1     1       0   190     4 145  0.5583 17.8924  8.9462  0.1643   13.9013  0.0230  2.7981  0.2511  0.2586  0.2691  1.8157
    13.25    55.75    1858     0     0     1     1       0   204     4 115  0.3272 25.4893 12.7446  0.2787   32.3649  0.0050  4.1838  0.2237  0.2308  0.2679  1.6079
    13.25    55.75    1858     0     0     1     1       0   210     4 105  0.6996 20.4805 10.2402  0.2010   19.1941  0.0070  3.4464  0.1264  0.1297  0.1358  0.9465
    13.25    55.75    1858     0     0     1     1       0   218     4  95  0.0990 24.0883 12.0442  0.2561   28.2778  0.0050  4.3300  0.1972  0.2035  0.2348  1.2891
    13.25    55.75    1858     0     0     1     1       0   228     1  80  0.2148  3.7983  1.8992  0.0163    0.2060  0.0010  0.7877  0.0000  0.0000  0.0001  0.0002
    13.25    55.75    1858     0     0     1     1       0   229     4  80  0.2067 12.4069  6.2035  0.0951    5.7989  0.0300  2.6661  0.1154  0.1204  0.1236  0.5649
    13.25    55.75    1858     0     0     1     1       0   243     4  55  0.9993 14.9895  7.4947  0.1262    9.1087  0.0180  3.9128  0.1501  0.1544  0.1598  0.7251
    13.25    55.75    1858     0     0     1     1       0   247     4  50  0.8747 13.9134  6.9567  0.1129    7.6242  0.0270  4.6507  0.2456  0.2525  0.2695  0.8274
    13.25    55.75    1858     0     0     1     1       0   254     0  25  0.5556  2.5343  1.2671  0.0089    0.0784  0.0010  0.0243  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1858     0     0     1     1       0   255     4  25  0.5388  3.7544  1.8772  0.0160    0.3339  0.0010  1.4079  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1858     0     0     1     1       0   256    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0001  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1858     0     0     1     1       0   257     0  20  0.5464  2.8235  1.4118  0.0104    0.1015  0.0010  1.7139  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     0     1     1       0   258     4  20  0.5482  3.3813  1.6906  0.0137    0.2601  0.0010  1.4355  0.0000  0.0001  0.0001  0.0001
    13.25    55.75    1858     0     0     1     1       0   259     4  15  0.5427  2.9257  1.4628  0.0110    0.1841  0.0030  1.4588  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1858     0     0     1     1       0   260     0  10  0.4477  2.6060  1.3030  0.0093    0.0838  0.0010  1.6654  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     0     1     1       0   261     4  10  0.5107  2.4550  1.2275  0.0085    0.1211  0.0030  1.3632  0.0001  0.0001  0.0001  0.0001
    13.25    55.75    1858     0     0     1     1       0   262     0   5  0.4998  2.5848  1.2924  0.0092    0.0822  0.0010  2.0483  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     0     1     1       0   263     4   5  0.1956  2.4393  1.2197  0.0084    0.1192  0.0040  1.7996  0.0001  0.0001  0.0001  0.0001
    13.25    55.75    1858     0     1     2     1      10   218     4  60  0.3359 21.5616 10.7808  0.2171   21.7030  0.0470  5.4242  1.5378  1.5701  1.7648  7.9285
    13.25    55.75    1858     0     1     2     1      10   229     0  40  0.8393  3.9178  1.9589  0.0170    0.2218  0.0010  0.6626  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1858     0     1     2     1      10   230     1  40  0.8392  3.9602  1.9801  0.0173    0.2276  0.0010  0.6786  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1858     0     1     2     1      10   240     0  25  0.8304  3.6120  1.8060  0.0151    0.1827  0.0010  0.2761  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     1     2     1      10   241     1  25  0.8395  4.2678  2.1339  0.0193    0.2721  0.0010  0.8714  0.0000  0.0000  0.0000  0.0003
    13.25    55.75    1858     0     1     2     1      10   246     0  10  0.8399  3.4900  1.7450  0.0143    0.1683  0.0020  1.0266  0.0001  0.0001  0.0001  0.0003
    13.25    55.75    1858     0     1     2     1      10   247     1  10  0.8328  3.5258  1.7629  0.0145    0.1724  0.0060  1.0099  0.0002  0.0002  0.0002  0.0008
    13.25    55.75    1858     0     1     2     1      10   251     0   5  0.0418  2.7006  1.3503  0.0098    0.0912  0.0070  0.4088  0.0000  0.0000  0.0001  0.0003
    13.25    55.75    1858     0     2     1     2      10    80     0 355  0.6921 35.1197 17.5598  0.4496   41.7472  0.0010  3.0398  0.0645  0.0651  0.0752  1.1431
    13.25    55.75    1858     0     2     1     2      10    81     1 355  0.0596 42.1661 21.0830  0.5907   64.6054  0.0010  1.2172  0.0537  0.0542  0.0659  2.3283
    13.25    55.75    1858     0     2     1     2      10    82     1 355  0.2646 41.4380 20.7190  0.5755   61.9734  0.0020  1.2637  0.1060  0.1071  0.1297  4.3466
    13.25    55.75    1858     0     2     1     2      10   152     4 245  0.0535 24.4581 12.2291  0.2620   29.3255  0.0070  4.0191  0.2570  0.2629  0.2924  1.9111
    13.25    55.75    1858     0     2     1     2      10   164     4 220  0.2638 24.9263 12.4632  0.2695   30.6840  0.0060  3.2296  0.1840  0.1869  0.2001  1.7534
    13.25    55.75    1858     0     2     1     2      10   183     1 185  0.6261 20.6533 10.3266  0.2036   11.7498  0.0100  2.8682  0.1602  0.1617  0.1838  1.4187
    13.25    55.75    1858     0     2     1     2      10   221     4 120  0.5858 11.4150  5.7075  0.0840    4.7525  0.0420  2.9487  0.1213  0.1301  0.1312  0.5778
    13.25    55.75    1858     0     2     1     2      10   224     1 115  0.9146 15.3089  7.6544  0.1302    5.7474  0.0140  1.1147  0.0446  0.0447  0.0502  0.5893
    13.25    55.75    1858     0     2     1     2      10   225     4 115  0.7884 18.4910  9.2455  0.1726   15.0379  0.0170  4.4064  0.3227  0.3302  0.3605  1.5595
    13.25    55.75    1858     0     2     1     2      10   231     4 105  0.4734 11.9980  5.9990  0.0905    5.3528  0.0040  4.9765  0.0288  0.0296  0.0329  0.0701
    13.25    55.75    1858     0     2     1     2      10   239     0  85  0.4453  4.1586  2.0793  0.0186    0.2558  0.0080  0.0233  0.0000  0.0000  0.0000  0.0018
    13.25    55.75    1858     0     2     1     2      10   246     0  70  0.4692  3.4795  1.7397  0.0143    0.1682  0.0050  0.0013  0.0000  0.0000  0.0000  0.0005
    13.25    55.75    1858     0     2     1     2      10   253     0  55  0.4213  3.5675  1.7837  0.0148    0.1773  0.0030  0.0335  0.0000  0.0000  0.0000  0.0004
    13.25    55.75    1858     0     2     1     2      10   262     4  45  0.4539  9.5379  4.7689  0.0643    3.0946  0.0740  4.3257  0.2331  0.2381  0.2507  0.5356
    13.25    55.75    1858     0     2     1     2      10   263     0  40  0.4241  2.8615  1.4308  0.0107    0.1047  0.0020  0.0794  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     2     1     2      10   268     0  30  0.4197  2.5666  1.2833  0.0091    0.0808  0.0010  0.0781  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1858     0     2     1     2      10   270     0  25  0.3971  3.4367  1.7183  0.0139    0.1604  0.0020  0.0028  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1858     0     2     1     2      10   274     0  20  0.4073  2.9335  1.4667  0.0111    0.1111  0.0030  0.0176  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1858     0     2     1     2      10   275     1  20  0.3901  3.0185  1.5093  0.0115    0.1190  0.0010  0.0273  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     2     1     2      10   279     0  10  0.1718  3.3563  1.6782  0.0135    0.1533  0.0020  0.9742  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1858     0     2     1     2      10   280     1  10  0.1731  3.3829  1.6914  0.0137    0.1562  0.0010  1.1082  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     2     1     2      10   283     0   5  0.9273  2.7904  1.3952  0.0103    0.0986  0.0020  0.5120  0.0001  0.0001  0.0001  0.0001
    13.25    55.75    1858     0     2     1     2      10   286    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0199  0.0072  0.0075  0.0077  0.0024
    13.25    55.75    1858     0     3     2     2      20   215     4  60  0.0158 22.4359 11.2179  0.2303   23.8639  0.0410  5.3747  1.4929  1.5233  1.7178  8.0741
    13.25    55.75    1858     0     3     2     2      20   221     0  50  0.5082  9.1840  4.5920  0.0607    1.6964  0.0050  0.2307  0.0015  0.0015  0.0018  0.0263
    13.25    55.75    1858     0     3     2     2      20   231     4  35  0.5172 10.1834  5.0917  0.0709    3.6184  0.0030  0.7778  0.0047  0.0049  0.0070  0.0223
    13.25    55.75    1858     0     3     2     2      20   236     1  25  0.5259  3.5249  1.7624  0.0145    0.1723  0.0010  0.0243  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1858     0     3     2     2      20   243     0  10  0.5158  2.9918  1.4959  0.0114    0.1165  0.0010  0.9174  0.0000  0.0000  0.0001  0.0001
    13.25    55.75    1858     0     3     2     2      20   244     1  10  0.5102  3.4715  1.7358  0.0142    0.1662  0.0020  1.0003  0.0002  0.0002  0.0002  0.0003
    13.25    55.75    1858     0     3     2     2      20   248     0   5  0.7051  2.9448  1.4724  0.0111    0.1122  0.0060  0.4005  0.0001  0.0001  0.0001  0.0003
    13.25    55.75    1858     0     3     2     2      20   250    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0058  0.0015  0.0015  0.0015  0.0007
    13.25    55.75    1859     0     0     1     1       0    85     1 356  0.6048 39.1767 19.5884  0.5293   54.2009  0.0020  1.4546  0.0875  0.1008  0.1233  3.4820
    13.25    55.75    1859     0     0     1     1       0    86     1 356  0.7634 31.7656 15.8828  0.3871   32.8492  0.0020  2.1292  0.0687  0.0791  0.0943  1.5252
    13.25    55.75    1859     0     0     1     1       0   162     4 216  0.4693 26.4558 13.2279  0.2946   35.3732  0.0010  4.0851  0.0375  0.0464  0.0539  0.3717
    13.25    55.75    1859     0     0     1     1       0   190     4 146  0.5583 18.0511  9.0256  0.1665   14.1976  0.0230  2.8992  0.2095  0.2506  0.2604  1.8808
    13.25    55.75    1859     0     0     1     1       0   204     4 116  0.3272 25.7307 12.8653  0.2826   33.1017  0.0050  4.2688  0.1819  0.2263  0.2651  1.6685
    13.25    55.75    1859     0     0     1     1       0   210     4 106  0.6996 20.6376 10.3188  0.2033   19.5475  0.0070  3.4904  0.1041  0.1244  0.1302  0.9750
    13.25    55.75    1859     0     0     1     1       0   218     4  96  0.0990 24.3381 12.1690  0.2601   28.9830  0.0050  4.4160  0.1608  0.2002  0.2332  1.3424
    13.25    55.75    1859     0     0     1     1       0   228     1  81  0.2148  3.8337  1.9168  0.0165    0.2106  0.0010  0.8473  0.0000  0.0001  0.0001  0.0002
    13.25    55.75    1859     0     0     1     1       0   229     4  81  0.2067 12.5641  6.2821  0.0969    5.9759  0.0300  2.7913  0.0940  0.1150  0.1176  0.5944
    13.25    55.75    1859     0     0     1     1       0   243     4  56  0.9993 15.1534  7.5767  0.1282    9.3484  0.0170  3.9350  0.1193  0.1417  0.1468  0.7135
    13.25    55.75    1859     0     0     1     1       0   247     4  51  0.8747 14.1822  7.0911  0.1162    7.9807  0.0260  4.7255  0.2036  0.2466  0.2651  0.8570
    13.25    55.75    1859     0     0     1     1       0   254     0  26  0.5556  2.5343  1.2671  0.0089    0.0784  0.0010  0.0169  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1859     0     0     1     1       0   255     4  26  0.5388  3.7607  1.8803  0.0160    0.3353  0.0010  1.3512  0.0000  0.0001  0.0001  0.0002
    13.25    55.75    1859     0     0     1     1       0   256    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0000  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1859     0     0     1     1       0   257     0  21  0.5464  2.8419  1.4209  0.0105    0.1030  0.0010  1.7161  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     0     1     1       0   258     4  21  0.5482  3.4036  1.7018  0.0138    0.2642  0.0010  1.3698  0.0000  0.0001  0.0001  0.0001
    13.25    55.75    1859     0     0     1     1       0   259     4  16  0.5427  2.9502  1.4751  0.0112    0.1878  0.0030  1.4050  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1859     0     0     1     1       0   260     0  11  0.4477  2.6199  1.3099  0.0093    0.0848  0.0010  1.6648  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     0     1     1       0   261     4  11  0.5107  2.4379  1.2189  0.0084    0.1191  0.0030  1.3957  0.0000  0.0001  0.0001  0.0001
    13.25    55.75    1859     0     0     1     1       0   262     0   6  0.4998  2.6199  1.3099  0.0093    0.0848  0.0010  1.9234  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     0     1     1       0   263     4   6  0.1956  2.4855  1.2427  0.0086    0.1247  0.0040  1.6869  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1859     0     0     1     1       0   264     0   1  0.2001  2.7288  1.3644  0.0099    0.0935  0.0020  3.7477  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1859     0     0     1     1       0   265     4   1  0.1883  2.5791  1.2895  0.0091    0.1362  0.0400  2.4752  0.0011  0.0015  0.0016  0.0022
    13.25    55.75    1859     0     1     2     1      10   218     4  61  0.3359 21.8320 10.9160  0.2212   22.3586  0.0470  5.4391  1.3384  1.5124  1.7127  8.3220
    13.25    55.75    1859     0     1     2     1      10   229     0  41  0.8393  3.9178  1.9589  0.0170    0.2218  0.0010  0.5348  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1859     0     1     2     1      10   230     1  41  0.8392  3.9602  1.9801  0.0173    0.2276  0.0010  0.5492  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1859     0     1     2     1      10   240     0  26  0.8304  3.6120  1.8060  0.0151    0.1827  0.0010  0.2462  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     1     2     1      10   241     1  26  0.8395  4.2678  2.1339  0.0193    0.2721  0.0010  0.7202  0.0000  0.0000  0.0000  0.0003
    13.25    55.75    1859     0     1     2     1      10   246     0  11  0.8399  3.4900  1.7450  0.0143    0.1683  0.0020  0.8181  0.0000  0.0000  0.0001  0.0003
    13.25    55.75    1859     0     1     2     1      10   247     1  11  0.8328  3.5258  1.7629  0.0145    0.1724  0.0060  0.7864  0.0001  0.0001  0.0002  0.0008
    13.25    55.75    1859     0     1     2     1      10   251     0   6  0.0418  2.7006  1.3503  0.0098    0.0912  0.0070  0.3006  0.0000  0.0000  0.0000  0.0003
    13.25    55.75    1859     0     1     2     1      10   253     0   1  0.8458  2.7158  1.3579  0.0099    0.0925  0.0010  2.7970  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     1     2     1      10   254     1   1  0.8329  2.7158  1.3579  0.0099    0.0925  0.0020  2.2608  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1859     0     1     2     1      10   255     4   1  0.8352  2.6279  1.3140  0.0094    0.1425  0.0320  1.0499  0.0001  0.0002  0.0002  0.0014
    13.25    55.75    1859     0     1     2     1      10   256     5   1  0.8365  2.6779  1.3390  0.0097    0.1490  0.0010  0.9819  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1859     0     1     2     1      10   257    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.2076  0.0108  0.0143  0.0156  0.0288
    13.25    55.75    1859     0     2     1     2      10    80     0 356  0.6921 35.2408 17.6204  0.4519   42.0918  0.0010  3.1140  0.0578  0.0643  0.0751  1.1588
    13.25    55.75    1859     0     2     1     2      10    81     1 356  0.0596 42.2471 21.1235  0.5924   64.9023  0.0010  1.2504  0.0483  0.0535  0.0657  2.3462
    13.25    55.75    1859     0     2     1     2      10    82     1 356  0.2646 41.5221 20.7611  0.5773   62.2743  0.0020  1.2985  0.0954  0.1057  0.1295  4.3819
    13.25    55.75    1859     0     2     1     2      10   152     4 246  0.0535 24.6851 12.3426  0.2656   29.9798  0.0070  4.1016  0.2226  0.2584  0.2897  1.9817
    13.25    55.75    1859     0     2     1     2      10   164     4 221  0.2638 25.1007 12.5503  0.2723   31.1990  0.0050  3.3038  0.1245  0.1427  0.1507  1.5019
    13.25    55.75    1859     0     2     1     2      10   183     1 186  0.6261 20.8179 10.4090  0.2060   11.9748  0.0080  2.9462  0.1201  0.1332  0.1567  1.1709
    13.25    55.75    1859     0     2     1     2      10   221     4 121  0.5858 11.5259  5.7630  0.0852    4.8636  0.0380  2.9785  0.1045  0.1225  0.1241  0.5422
    13.25    55.75    1859     0     2     1     2      10   224     1 116  0.9146 15.3910  7.6955  0.1312    5.8214  0.0140  1.2289  0.0396  0.0424  0.0488  0.6036
    13.25    55.75    1859     0     2     1     2      10   225     4 116  0.7884 18.7560  9.3780  0.1763   15.5577  0.0170  4.5087  0.2835  0.3286  0.3609  1.6485
    13.25    55.75    1859     0     2     1     2      10   231     4 106  0.4734 12.3719  6.1860  0.0947    5.7599  0.0040  5.1052  0.0264  0.0309  0.0344  0.0788
    13.25    55.75    1859     0     2     1     2      10   239     0  86  0.4453  4.1586  2.0793  0.0188    0.2604  0.0080  0.0156  0.0000  0.0000  0.0000  0.0018
    13.25    55.75    1859     0     2     1     2      10   246     0  71  0.4692  3.4795  1.7397  0.0143    0.1682  0.0050  0.0006  0.0000  0.0000  0.0000  0.0005
    13.25    55.75    1859     0     2     1     2      10   253     0  56  0.4213  3.5675  1.7837  0.0148    0.1773  0.0030  0.0271  0.0000  0.0000  0.0000  0.0004
    13.25    55.75    1859     0     2     1     2      10   262     4  46  0.4539  9.8195  4.9098  0.0671    3.3173  0.0700  4.4216  0.2208  0.2524  0.2711  0.5650
    13.25    55.75    1859     0     2     1     2      10   263     0  41  0.4241  2.8533  1.4266  0.0106    0.1040  0.0020  0.0762  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     2     1     2      10   268     0  31  0.4197  2.5666  1.2833  0.0087    0.0756  0.0010  0.0797  0.0000  0.0000  0.0000  0.0000
    13.25    55.75    1859     0     2     1     2      10   270     0  26  0.3971  3.4367  1.7183  0.0139    0.1603  0.0020  0.0019  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1859     0     2     1     2      10   274     0  21  0.4073  2.9335  1.4667  0.0111    0.1111  0.0030  0.0140  0.0000  0.0000  0.0000  0.0002
    13.25    55.75    1859     0     2     1     2      10   275     1  21  0.3901  3.0185  1.5093  0.0115    0.1190  0.0010  0.0241  0.0000  0.0000  0.0000  0.0001
    13.25    55.75    1859     0     2     1     2      10   279     0  11  0.1718  3.3440  1.6720  0.0134    0.1520  0.0020  1.0084  0.0002  0.0002  0.0003  0.0002
    13.25    55.75    1859     0     2     1     2      10   280     1  11  0.1731  3.3886  1.6943  0.0137    0.1569  0.0010  1.0656  0.0001  0.0001  0.0001  0.0001
    13.25    55.75    1859     0     2     1     2      10   283     0   6  0.9273  2.8698  1.4349  0.0107    0.1055  0.0020  0.7420  0.0001  0.0001  0.0001  0.0001
    13.25    55.75    1859     0     2     1     2      10   286    10   0  0.0000  0.0000  0.0000  0.0000    1.0000  1.0000  0.0357  0.0090  0.0111  0.0125  0.0041
    13.25    55.75    1859     0     2     1     2      10   287     0   1  0.9237  3.0134  1.5067  0.0115    0.1185  0.0020  4.1696  0.0002  0.0003  0.0003  0.0003
    13.25    55.75    1859     0     2     1     2      10   288     1   1  0.9343  3.0417  1.5208  0.0117    0.1212  0.0010  3.9981  0.0001  0.0001  0.0001  0.0002
    13.25    55.75    1859     0     2     1     2      10   289     4   1  0.9121  2.8690  1.4345  0.0107    0.1757  0.0370  1.3437  0.0002  0.0003  0.0003  0.0023
    13.25    55.75    1859     0     3     2     2      20   215     4  61  0.0158 22.6997 11.3499  0.2344   24.5396  0.0400  5.3880  1.3708  1.4602  1.6636  8.2428
    13.25    55.75    1859     0     3     2     2      20   221     0  51  0.5082  9.2157  4.6079  0.0610    1.7105  0.0050  0.3325  0.0017  0.0018  0.0021  0.0270
